Order_ID,Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
188351857,North America,Canada,Household,Online,C,6/11/16,7/13/16,6355,668.27,502.54
498201072,Europe,Slovenia,Cosmetics,Online,H,10/29/13,11/7/13,7623,437.2,263.33
842725884,Europe,Cyprus,Snacks,Offline,H,7/27/15,8/11/15,171,152.58,97.44
206350123,Asia,Nepal,Fruits,Offline,C,9/7/15,10/23/15,2442,9.33,6.92
793810117,Sub-Saharan Africa,Guinea-Bissau,Snacks,Online,C,10/27/16,11/3/16,4909,152.58,97.44
380154693,Sub-Saharan Africa,Cote d'Ivoire,Vegetables,Offline,H,5/5/11,6/20/11,5076,154.06,90.93
860745179,Middle East and North Africa,Kuwait,Clothes,Offline,M,5/21/15,6/10/15,2481,109.28,35.84
601255404,Sub-Saharan Africa,Mozambique,Household,Online,L,1/28/12,2/26/12,3690,668.27,502.54
287671697,Asia,Uzbekistan,Cosmetics,Offline,L,11/25/15,12/26/15,7303,437.2,263.33
676292884,Asia,South Korea,Office Supplies,Online,M,11/25/15,12/21/15,8948,651.21,524.96
343730294,Europe,Latvia,Office Supplies,Online,L,5/1/17,5/28/17,6287,651.21,524.96
636907756,Europe,Georgia,Vegetables,Online,C,2/26/15,4/1/15,4013,154.06,90.93
723061597,Asia,China,Clothes,Online,L,12/19/12,12/29/12,8849,109.28,35.84
739740645,Sub-Saharan Africa,Tanzania,Snacks,Online,L,8/24/11,9/1/11,4551,152.58,97.44
444806230,Europe,Czech Republic,Cereal,Online,H,2/16/13,4/1/13,6903,205.7,117.11
566432178,Asia,Nepal,Vegetables,Online,H,8/21/16,9/9/16,8724,154.06,90.93
553104817,Sub-Saharan Africa,Sao Tome and Principe,Baby Food,Online,H,11/21/14,11/23/14,4862,255.28,159.42
823622977,Central America and the Caribbean,Saint Kitts and Nevis ,Clothes,Offline,C,1/4/13,2/22/13,7197,109.28,35.84
517097985,Europe,Latvia,Snacks,Online,M,3/18/17,4/14/17,9640,152.58,97.44
642953670,Europe,Netherlands,Beverages,Offline,M,10/27/15,12/9/15,3134,47.45,31.79
930926358,Asia,Brunei,Beverages,Online,M,5/19/13,6/4/13,651,47.45,31.79
281064879,Sub-Saharan Africa,Central African Republic,Vegetables,Offline,L,9/20/11,9/26/11,2199,154.06,90.93
813730561,Asia,Bhutan,Baby Food,Offline,C,9/21/13,10/26/13,9811,255.28,159.42
219597232,Sub-Saharan Africa,Mauritius ,Fruits,Offline,H,12/25/11,1/5/12,2556,9.33,6.92
309651219,Australia and Oceania,Australia,Snacks,Offline,H,4/22/15,5/1/15,1532,152.58,97.44
265191352,Europe,Serbia,Snacks,Offline,M,8/18/14,9/26/14,4869,152.58,97.44
687828958,Central America and the Caribbean,Barbados,Snacks,Offline,L,2/4/17,3/2/17,2728,152.58,97.44
449487864,Central America and the Caribbean,Honduras,Household,Offline,C,12/29/11,2/1/12,2303,668.27,502.54
742404401,Australia and Oceania,Tonga,Baby Food,Online,L,5/19/12,6/27/12,2815,255.28,159.42
129127395,Europe,Latvia,Office Supplies,Online,L,6/16/13,6/20/13,520,651.21,524.96
392518174,Europe,Serbia,Vegetables,Offline,M,6/25/11,7/3/11,3705,154.06,90.93
685750567,Middle East and North Africa,Tunisia ,Vegetables,Online,H,2/21/15,3/11/15,7687,154.06,90.93
682310903,Central America and the Caribbean,Guatemala,Personal Care,Offline,L,6/21/11,7/3/11,9813,81.73,56.67
125998008,Sub-Saharan Africa,Rwanda,Office Supplies,Online,C,1/25/15,2/3/15,4465,651.21,524.96
180923211,Middle East and North Africa,Azerbaijan,Baby Food,Online,M,4/24/11,6/2/11,8054,255.28,159.42
281510341,Asia,Taiwan,Meat,Online,M,2/22/13,3/16/13,4020,421.89,364.69
382495725,Middle East and North Africa,Jordan,Clothes,Offline,L,11/11/11,12/21/11,7840,109.28,35.84
508928191,Middle East and North Africa,Somalia,Baby Food,Online,L,3/7/11,3/19/11,2016,255.28,159.42
306169068,Asia,Bhutan,Snacks,Online,M,11/16/15,12/12/15,1086,152.58,97.44
389892184,Central America and the Caribbean,Panama,Fruits,Online,M,11/12/12,11/14/12,6616,9.33,6.92
996083867,Middle East and North Africa,Afghanistan,Snacks,Offline,H,11/5/12,12/1/12,2206,152.58,97.44
631042945,Australia and Oceania,Samoa ,Vegetables,Offline,C,3/23/16,4/14/16,8485,154.06,90.93
121380746,Europe,Malta,Fruits,Online,C,11/21/16,12/18/16,8115,9.33,6.92
364021098,Middle East and North Africa,Kuwait,Baby Food,Offline,M,8/5/13,8/22/13,787,255.28,159.42
976200330,Sub-Saharan Africa,Sudan,Baby Food,Online,M,9/19/13,10/20/13,8226,255.28,159.42
745467269,Europe,Russia,Clothes,Offline,M,5/8/14,6/23/14,9186,109.28,35.84
779683244,Sub-Saharan Africa,Namibia,Fruits,Offline,M,8/25/13,8/25/13,4453,9.33,6.92
457022082,Middle East and North Africa,Oman,Snacks,Online,C,8/15/14,9/10/14,1845,152.58,97.44
575970113,Sub-Saharan Africa,Malawi,Meat,Offline,M,10/4/13,10/16/13,1211,421.89,364.69
205326163,Asia,Tajikistan,Vegetables,Online,H,6/2/12,7/12/12,9429,154.06,90.93
734201562,Central America and the Caribbean,Haiti,Cosmetics,Offline,M,1/5/13,1/8/13,5413,437.2,263.33
922020137,Asia,Singapore,Baby Food,Offline,C,3/27/15,4/30/15,5103,255.28,159.42
948518216,Europe,Bulgaria,Meat,Offline,H,4/7/12,5/4/12,6473,421.89,364.69
163744628,Europe,Finland,Office Supplies,Offline,L,4/17/17,5/1/17,4529,651.21,524.96
238060700,Middle East and North Africa,Kuwait,Fruits,Offline,L,4/9/14,5/24/14,6306,9.33,6.92
212140262,Middle East and North Africa,United Arab Emirates,Clothes,Offline,M,9/22/14,9/22/14,5872,109.28,35.84
546969640,Sub-Saharan Africa,Mauritius ,Fruits,Offline,C,2/6/16,3/10/16,9326,9.33,6.92
873847663,North America,Greenland,Cosmetics,Online,M,2/12/13,3/10/13,9797,437.2,263.33
444385659,Australia and Oceania,Samoa ,Household,Online,M,9/18/16,10/18/16,2447,668.27,502.54
380507457,Asia,Nepal,Fruits,Online,M,5/20/12,6/23/12,9467,9.33,6.92
524449384,Sub-Saharan Africa,Cote d'Ivoire,Beverages,Offline,M,12/22/16,1/29/17,5082,47.45,31.79
788760268,Asia,Sri Lanka,Clothes,Offline,L,4/30/14,6/1/14,546,109.28,35.84
706301438,Europe,Greece,Household,Offline,M,1/23/12,2/11/12,9146,668.27,502.54
780246722,Asia,Bhutan,Snacks,Online,C,1/27/15,3/9/15,1199,152.58,97.44
234082448,Europe,Montenegro,Clothes,Online,C,3/9/14,3/9/14,9053,109.28,35.84
161607444,Europe,Romania,Meat,Offline,L,8/22/12,10/3/12,2089,421.89,364.69
376933038,Sub-Saharan Africa,Ghana,Meat,Offline,C,9/29/14,10/19/14,1717,421.89,364.69
764483058,Europe,Lithuania,Meat,Offline,C,7/6/14,8/5/14,6380,421.89,364.69
828993833,Europe,Iceland,Baby Food,Offline,M,8/5/14,9/2/14,6552,255.28,159.42
145514190,Asia,Brunei,Meat,Online,H,12/2/14,12/13/14,9737,421.89,364.69
609405457,Central America and the Caribbean,Cuba,Fruits,Online,L,6/25/16,8/3/16,5472,9.33,6.92
586341464,Sub-Saharan Africa,Chad,Household,Online,L,7/24/17,7/31/17,324,668.27,502.54
762308537,Australia and Oceania,East Timor,Beverages,Offline,C,6/27/17,7/25/17,2891,47.45,31.79
993605506,Middle East and North Africa,Bahrain,Cereal,Online,H,11/17/12,11/17/12,8804,205.7,117.11
756843698,Middle East and North Africa,Oman,Fruits,Online,H,7/26/16,8/30/16,5724,9.33,6.92
498946940,Europe,Bosnia and Herzegovina,Meat,Offline,C,12/9/15,1/11/16,8342,421.89,364.69
287151563,Europe,Switzerland,Personal Care,Offline,M,8/2/14,8/11/14,3383,81.73,56.67
259006392,Europe,Croatia,Office Supplies,Online,C,5/22/13,6/6/13,4602,651.21,524.96
172372758,Asia,Nepal,Clothes,Online,H,4/15/14,4/30/14,7784,109.28,35.84
755424487,Central America and the Caribbean,Haiti,Cosmetics,Online,C,7/3/16,7/17/16,5748,437.2,263.33
556647908,Europe,United Kingdom,Vegetables,Online,C,9/30/12,10/29/12,3341,154.06,90.93
894841849,Sub-Saharan Africa,South Africa,Clothes,Online,M,9/25/15,10/8/15,2443,109.28,35.84
909117639,Central America and the Caribbean,Grenada,Snacks,Online,L,7/3/16,8/10/16,6967,152.58,97.44
708899104,Asia,India,Baby Food,Offline,M,12/24/10,1/1/11,7853,255.28,159.42
923922574,Europe,Ireland,Vegetables,Offline,M,4/9/11,5/23/11,8076,154.06,90.93
454236876,Middle East and North Africa,Tunisia ,Vegetables,Offline,M,8/18/11,8/22/11,7641,154.06,90.93
520203340,Middle East and North Africa,Algeria,Snacks,Online,L,12/9/14,12/19/14,8583,152.58,97.44
612495791,Australia and Oceania,Papua New Guinea,Cereal,Online,L,10/19/13,11/10/13,9971,205.7,117.11
742100560,Europe,San Marino,Snacks,Offline,C,1/4/17,1/17/17,2902,152.58,97.44
990316474,Sub-Saharan Africa,Senegal,Fruits,Online,H,7/7/15,8/21/15,5507,9.33,6.92
158754861,Middle East and North Africa,Algeria,Beverages,Offline,M,6/13/16,7/24/16,7946,47.45,31.79
719339549,Sub-Saharan Africa,Niger,Household,Offline,C,9/5/16,9/21/16,7413,668.27,502.54
264306867,Middle East and North Africa,Saudi Arabia,Cereal,Online,L,2/12/14,3/29/14,3130,205.7,117.11
956205642,Asia,Mongolia,Snacks,Offline,C,7/13/11,8/25/11,1353,152.58,97.44
977897202,Asia,Brunei,Vegetables,Offline,L,10/4/12,11/11/12,368,154.06,90.93
382555377,Asia,India,Baby Food,Online,L,5/4/11,6/19/11,5492,255.28,159.42
643666493,Asia,Kazakhstan,Fruits,Offline,L,1/8/17,2/23/17,4074,9.33,6.92
605029380,Europe,France,Fruits,Offline,H,2/12/14,2/18/14,493,9.33,6.92
530755364,Asia,Turkmenistan,Fruits,Online,L,9/22/10,9/29/10,1162,9.33,6.92
755268275,Australia and Oceania,Palau,Vegetables,Offline,M,3/18/12,4/6/12,9521,154.06,90.93
333304440,Europe,Cyprus,Meat,Online,L,6/11/17,7/5/17,1046,421.89,364.69
189912688,Asia,South Korea,Snacks,Offline,M,12/28/14,2/9/15,8240,152.58,97.44
870454347,Australia and Oceania,Australia,Beverages,Online,M,3/18/17,3/26/17,5639,47.45,31.79
290603244,Asia,Kazakhstan,Beverages,Online,C,1/6/11,2/21/11,4813,47.45,31.79
486345708,Europe,Russia,Cosmetics,Offline,H,9/3/14,10/11/14,9357,437.2,263.33
863980567,Central America and the Caribbean,Haiti,Personal Care,Offline,M,6/10/13,6/20/13,9904,81.73,56.67
450119149,Sub-Saharan Africa,Kenya,Personal Care,Offline,C,5/12/16,7/1/16,9114,81.73,56.67
141685283,Sub-Saharan Africa,Burkina Faso,Snacks,Online,H,8/12/14,9/12/14,6679,152.58,97.44
455915296,Sub-Saharan Africa,Togo,Office Supplies,Online,L,7/28/15,9/11/15,4322,651.21,524.96
180358016,Europe,Malta,Beverages,Online,M,4/30/16,5/16/16,800,47.45,31.79
422874772,Asia,Thailand,Meat,Offline,H,1/17/15,2/23/15,6897,421.89,364.69
561639392,Middle East and North Africa,Yemen,Vegetables,Offline,M,9/20/14,10/25/14,432,154.06,90.93
495138204,Asia,Bhutan,Meat,Offline,L,11/9/11,11/11/11,1252,421.89,364.69
192170035,Sub-Saharan Africa,Tanzania,Baby Food,Online,H,5/17/15,6/5/15,6239,255.28,159.42
141846215,Europe,Georgia,Clothes,Online,H,7/18/12,8/16/12,4302,109.28,35.84
903590571,Middle East and North Africa,Oman,Clothes,Offline,L,8/19/10,9/1/10,1385,109.28,35.84
857139432,Middle East and North Africa,Libya,Meat,Online,L,5/24/10,6/11/10,5460,421.89,364.69
252541625,Europe,Moldova ,Baby Food,Offline,C,6/9/17,7/5/17,1534,255.28,159.42
760158479,Sub-Saharan Africa,South Sudan,Household,Offline,H,9/22/15,10/26/15,6641,668.27,502.54
520663821,Australia and Oceania,Marshall Islands,Cosmetics,Offline,C,10/11/16,11/6/16,4850,437.2,263.33
895043981,Sub-Saharan Africa,Uganda,Snacks,Offline,H,6/20/10,6/21/10,2259,152.58,97.44
614597785,Europe,Montenegro,Cosmetics,Offline,C,3/29/14,5/14/14,1997,437.2,263.33
730936563,Asia,Philippines,Office Supplies,Online,L,4/21/16,4/30/16,9227,651.21,524.96
565984141,Sub-Saharan Africa,Nigeria,Snacks,Online,C,4/22/17,5/22/17,6140,152.58,97.44
861976850,Europe,Sweden,Personal Care,Offline,H,5/17/11,5/25/11,6960,81.73,56.67
631463515,Europe,Czech Republic,Clothes,Offline,L,8/21/12,9/25/12,2942,109.28,35.84
307305467,Europe,Moldova ,Fruits,Online,M,7/29/13,8/10/13,7371,9.33,6.92
392676532,Europe,Cyprus,Cereal,Offline,H,7/5/11,8/6/11,567,205.7,117.11
111063039,Europe,Luxembourg,Baby Food,Online,L,5/26/12,7/13/12,4876,255.28,159.42
556263816,Europe,Spain,Beverages,Online,M,12/5/11,12/7/11,9679,47.45,31.79
642390191,Middle East and North Africa,Yemen,Vegetables,Online,C,5/24/14,5/26/14,6388,154.06,90.93
253865993,Sub-Saharan Africa,Liberia,Baby Food,Online,M,10/24/13,12/4/13,3444,255.28,159.42
695427548,Asia,Indonesia,Vegetables,Offline,M,11/2/12,11/29/12,1320,154.06,90.93
642123687,Europe,Greece,Beverages,Online,M,5/25/11,5/30/11,7523,47.45,31.79
189315736,Asia,China,Beverages,Online,M,6/26/10,8/1/10,1588,47.45,31.79
402677524,Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline,C,12/12/15,12/27/15,82,152.58,97.44
168195378,Sub-Saharan Africa,Kenya,Clothes,Offline,L,12/23/11,12/27/11,1605,109.28,35.84
242168128,Europe,Czech Republic,Beverages,Online,M,5/2/10,5/3/10,1785,47.45,31.79
101207101,Asia,Singapore,Fruits,Offline,C,4/11/16,5/2/16,8285,9.33,6.92
192236125,Europe,Croatia,Beverages,Offline,H,3/11/17,3/22/17,5796,47.45,31.79
582491528,Asia,South Korea,Personal Care,Offline,M,9/3/16,10/10/16,1042,81.73,56.67
509522140,Sub-Saharan Africa,Madagascar,Fruits,Offline,L,8/9/15,9/28/15,7779,9.33,6.92
631189286,Australia and Oceania,Australia,Personal Care,Offline,M,12/2/15,12/17/15,1791,81.73,56.67
775666797,Middle East and North Africa,Jordan,Fruits,Online,C,11/3/16,12/11/16,5897,9.33,6.92
391440999,Middle East and North Africa,United Arab Emirates,Beverages,Offline,L,1/31/11,3/5/11,4945,47.45,31.79
797310721,Middle East and North Africa,Iran,Baby Food,Offline,C,5/8/11,5/14/11,815,255.28,159.42
232387292,Sub-Saharan Africa,South Africa,Baby Food,Offline,H,4/10/16,5/7/16,7419,255.28,159.42
606094539,Sub-Saharan Africa,Burkina Faso,Fruits,Offline,L,3/9/14,3/10/14,5698,9.33,6.92
748168790,Sub-Saharan Africa,Mali,Baby Food,Offline,M,3/16/17,5/5/17,8626,255.28,159.42
458658874,Sub-Saharan Africa,Sierra Leone,Meat,Offline,M,1/4/12,2/3/12,6208,421.89,364.69
957926118,Europe,Greece,Snacks,Online,L,8/18/16,9/1/16,480,152.58,97.44
836644351,Middle East and North Africa,Iraq,Baby Food,Offline,L,2/2/16,2/13/16,510,255.28,159.42
105799901,Asia,Philippines,Cereal,Online,C,8/14/11,9/29/11,7397,205.7,117.11
646691596,Europe,Austria,Beverages,Online,H,11/14/16,12/13/16,9269,47.45,31.79
360930764,Sub-Saharan Africa,Mali,Cosmetics,Offline,M,4/11/16,5/15/16,6289,437.2,263.33
820441234,Asia,Sri Lanka,Snacks,Online,C,4/7/14,5/2/14,5648,152.58,97.44
517459332,North America,Mexico,Vegetables,Online,C,4/28/16,5/27/16,6570,154.06,90.93
714533889,Sub-Saharan Africa,Niger,Office Supplies,Online,H,1/29/10,2/7/10,5311,651.21,524.96
494526231,Central America and the Caribbean,Guatemala,Office Supplies,Online,M,7/5/14,8/19/14,156,651.21,524.96
810610187,Sub-Saharan Africa,South Sudan,Beverages,Offline,L,7/31/15,7/31/15,6423,47.45,31.79
436272084,North America,United States of America,Cereal,Online,L,6/22/15,6/28/15,1460,205.7,117.11
915310752,Sub-Saharan Africa,Zimbabwe,Vegetables,Online,L,8/23/13,9/23/13,9647,154.06,90.93
711837518,Middle East and North Africa,Egypt,Household,Offline,M,8/11/10,8/14/10,7395,668.27,502.54
160276210,Sub-Saharan Africa,South Sudan,Office Supplies,Online,M,10/1/11,11/15/11,8147,651.21,524.96
115363156,Europe,Ukraine,Office Supplies,Offline,H,12/4/15,1/10/16,7376,651.21,524.96
602147185,Australia and Oceania,Kiribati,Snacks,Offline,H,9/15/11,9/15/11,7588,152.58,97.44
365989625,Sub-Saharan Africa,Tanzania,Fruits,Online,C,6/13/11,7/2/11,3318,9.33,6.92
922564303,Europe,Vatican City,Household,Offline,L,3/17/17,4/2/17,6134,668.27,502.54
707857549,Sub-Saharan Africa,Senegal,Household,Online,M,12/20/16,1/16/17,9634,668.27,502.54
928168189,Europe,Bulgaria,Cereal,Offline,H,2/17/11,3/15/11,4448,205.7,117.11
610107553,Middle East and North Africa,Kuwait,Fruits,Online,M,4/23/16,6/12/16,3238,9.33,6.92
650599467,Middle East and North Africa,Pakistan,Clothes,Offline,H,2/7/16,3/1/16,5695,109.28,35.84
666880261,Australia and Oceania,Samoa ,Baby Food,Online,M,4/29/10,6/4/10,3544,255.28,159.42
346498763,Europe,Monaco,Vegetables,Online,L,3/18/11,4/2/11,5539,154.06,90.93
797316300,Europe,Serbia,Beverages,Offline,H,11/29/16,11/29/16,2466,47.45,31.79
497506701,Europe,Ireland,Baby Food,Online,H,4/18/15,5/10/15,2144,255.28,159.42
245556294,Europe,Andorra,Personal Care,Online,C,6/5/10,6/25/10,4419,81.73,56.67
910263907,Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Offline,M,3/26/11,4/21/11,6173,152.58,97.44
280740869,Middle East and North Africa,Algeria,Meat,Online,H,7/19/12,8/20/12,6317,421.89,364.69
716411006,Europe,Latvia,Personal Care,Online,L,1/27/14,2/17/14,792,81.73,56.67
597010648,Middle East and North Africa,Egypt,Clothes,Offline,L,7/25/16,9/2/16,7572,109.28,35.84
172588622,Central America and the Caribbean,Costa Rica,Clothes,Offline,L,6/26/10,7/12/10,1663,109.28,35.84
213506257,Central America and the Caribbean,Honduras,Fruits,Offline,L,1/30/10,1/31/10,101,9.33,6.92
660437381,Sub-Saharan Africa,Burundi,Clothes,Offline,M,9/25/11,10/24/11,6952,109.28,35.84
174368321,Asia,South Korea,Personal Care,Online,C,11/19/12,1/6/13,8316,81.73,56.67
186597907,Europe,Liechtenstein,Office Supplies,Online,M,11/1/15,12/15/15,7322,651.21,524.96
848737466,Europe,Armenia,Vegetables,Online,L,5/15/16,5/31/16,9132,154.06,90.93
582710826,Central America and the Caribbean,Saint Vincent and the Grenadines,Household,Online,C,2/17/15,2/20/15,5937,668.27,502.54
130754315,Europe,France,Office Supplies,Online,H,10/27/13,11/2/13,1962,651.21,524.96
305416762,Central America and the Caribbean,Guatemala,Beverages,Online,L,6/4/11,6/20/11,8462,47.45,31.79
639559495,Central America and the Caribbean,Antigua and Barbuda ,Beverages,Offline,L,7/24/15,8/27/15,8722,47.45,31.79
736356341,Sub-Saharan Africa,Central African Republic,Personal Care,Online,L,12/27/15,12/28/15,3060,81.73,56.67
719293630,Europe,Netherlands,Office Supplies,Offline,M,2/2/11,2/25/11,3824,651.21,524.96
782170188,Central America and the Caribbean,El Salvador,Personal Care,Online,L,9/9/11,10/21/11,395,81.73,56.67
739097344,Sub-Saharan Africa,Niger,Vegetables,Offline,M,7/8/14,7/20/14,4183,154.06,90.93
474498927,Middle East and North Africa,Saudi Arabia,Household,Online,H,8/3/13,9/3/13,3632,668.27,502.54
393111264,Sub-Saharan Africa,The Gambia,Snacks,Online,M,7/23/11,7/26/11,9214,152.58,97.44
969983184,Sub-Saharan Africa,Kenya,Meat,Online,C,12/2/15,12/29/15,8434,421.89,364.69
500476014,North America,Canada,Snacks,Offline,M,7/12/12,7/22/12,829,152.58,97.44
950263583,Sub-Saharan Africa,Angola,Fruits,Offline,H,10/21/14,10/21/14,2966,9.33,6.92
305332219,Sub-Saharan Africa,Central African Republic,Snacks,Offline,L,7/5/14,7/12/14,3444,152.58,97.44
221980750,Central America and the Caribbean,The Bahamas,Baby Food,Online,C,11/1/15,12/3/15,7892,255.28,159.42
176820504,Asia,South Korea,Meat,Online,H,6/17/16,7/22/16,3971,421.89,364.69
616775310,Europe,Kosovo,Office Supplies,Offline,C,5/7/11,5/24/11,6375,651.21,524.96
709081494,Sub-Saharan Africa,Angola,Clothes,Online,L,9/1/11,10/13/11,1826,109.28,35.84
591287887,Europe,Finland,Fruits,Offline,L,9/20/10,10/2/10,4080,9.33,6.92
921255815,Sub-Saharan Africa,Mauritania,Personal Care,Offline,H,6/14/10,7/28/10,8923,81.73,56.67
627159106,Sub-Saharan Africa,Niger,Meat,Online,M,1/29/10,3/9/10,9171,421.89,364.69
957484090,Asia,South Korea,Household,Online,L,6/18/17,7/3/17,9674,668.27,502.54
531029593,North America,Greenland,Office Supplies,Online,C,1/6/15,2/2/15,2312,651.21,524.96
286906945,Middle East and North Africa,Lebanon,Vegetables,Offline,C,7/7/16,8/21/16,996,154.06,90.93
334539973,Europe,Italy,Clothes,Online,M,4/18/10,5/11/10,6667,109.28,35.84
403665006,Europe,Belarus,Snacks,Offline,C,1/16/16,2/19/16,2300,152.58,97.44
294330871,North America,United States of America,Beverages,Offline,C,11/12/12,12/16/12,7900,47.45,31.79
326898896,Central America and the Caribbean,Saint Kitts and Nevis ,Baby Food,Offline,H,3/22/11,5/7/11,5503,255.28,159.42
892042911,Europe,Poland,Cosmetics,Offline,H,4/13/11,5/12/11,4175,437.2,263.33
200749242,Sub-Saharan Africa,Kenya,Office Supplies,Offline,H,4/9/14,4/15/14,5017,651.21,524.96
134316718,Sub-Saharan Africa,Kenya,Clothes,Offline,L,2/17/11,3/30/11,6157,109.28,35.84
394356667,Europe,United Kingdom,Household,Online,C,7/30/16,8/4/16,7756,668.27,502.54
752792918,Europe,Norway,Fruits,Offline,M,4/29/12,5/12/12,7008,9.33,6.92
601861798,Sub-Saharan Africa,Zimbabwe,Snacks,Offline,L,6/8/11,7/20/11,3136,152.58,97.44
304112136,Central America and the Caribbean,Saint Lucia,Fruits,Offline,H,9/3/16,9/7/16,2394,9.33,6.92
742405259,Middle East and North Africa,United Arab Emirates,Clothes,Online,M,9/24/16,10/24/16,3069,109.28,35.84
169914996,Sub-Saharan Africa,Lesotho,Baby Food,Online,L,9/21/12,10/25/12,478,255.28,159.42
960127675,Asia,Sri Lanka,Cereal,Offline,H,5/26/14,7/11/14,1970,205.7,117.11
156842124,North America,Mexico,Personal Care,Offline,M,8/22/13,9/25/13,1925,81.73,56.67
724169671,Middle East and North Africa,Yemen,Vegetables,Offline,L,12/21/10,1/18/11,6753,154.06,90.93
296534144,Sub-Saharan Africa,Sao Tome and Principe,Clothes,Offline,C,10/6/11,11/24/11,9898,109.28,35.84
628671872,Sub-Saharan Africa,Guinea,Personal Care,Online,C,11/17/14,12/15/14,6832,81.73,56.67
845631682,Sub-Saharan Africa,Sudan,Baby Food,Online,M,6/19/16,7/26/16,61,255.28,159.42
592774903,Australia and Oceania,Kiribati,Household,Offline,M,9/24/13,10/2/13,4122,668.27,502.54
485775363,Asia,Laos,Personal Care,Offline,L,4/21/16,5/7/16,580,81.73,56.67
760619390,Europe,Bosnia and Herzegovina,Vegetables,Online,C,3/2/12,4/16/12,3035,154.06,90.93
823605811,Asia,Malaysia,Household,Offline,M,11/13/16,12/3/16,2117,668.27,502.54
601345956,Sub-Saharan Africa,Burkina Faso,Baby Food,Offline,H,9/23/16,10/20/16,486,255.28,159.42
990763652,Sub-Saharan Africa,Namibia,Beverages,Offline,L,6/30/10,8/12/10,7836,47.45,31.79
709095227,Asia,Taiwan,Clothes,Online,M,2/15/13,2/20/13,5890,109.28,35.84
343889510,Europe,Ukraine,Beverages,Online,M,2/19/14,4/2/14,3403,47.45,31.79
103007829,Sub-Saharan Africa,Uganda,Meat,Offline,M,9/7/11,10/20/11,1160,421.89,364.69
264624011,Central America and the Caribbean,Antigua and Barbuda ,Snacks,Offline,H,5/5/16,6/12/16,6980,152.58,97.44
727224385,Central America and the Caribbean,Guatemala,Beverages,Online,C,1/16/17,2/1/17,711,47.45,31.79
559607779,Central America and the Caribbean,Honduras,Snacks,Offline,H,2/18/15,3/1/15,9233,152.58,97.44
250885522,Asia,Cambodia,Office Supplies,Online,L,1/10/13,1/24/13,1456,651.21,524.96
360481441,Central America and the Caribbean,Panama,Household,Offline,C,6/2/10,6/9/10,3324,668.27,502.54
168131864,Middle East and North Africa,Jordan,Cosmetics,Online,L,8/22/15,9/28/15,2810,437.2,263.33
823885619,Sub-Saharan Africa,Lesotho,Clothes,Offline,C,7/30/11,9/2/11,4918,109.28,35.84
398104035,Europe,Malta,Baby Food,Offline,L,6/25/12,8/12/12,6686,255.28,159.42
631460940,Europe,Slovenia,Meat,Offline,M,9/25/14,10/5/14,2180,421.89,364.69
184942662,Middle East and North Africa,Yemen,Personal Care,Online,C,10/10/15,11/2/15,7498,81.73,56.67
489848029,Europe,Moldova ,Snacks,Offline,M,5/1/10,5/20/10,5772,152.58,97.44
797788369,Europe,Vatican City,Office Supplies,Online,L,11/27/16,11/28/16,2162,651.21,524.96
430687510,Europe,United Kingdom,Personal Care,Online,C,6/5/13,6/10/13,8860,81.73,56.67
130781781,Middle East and North Africa,Tunisia ,Meat,Offline,M,9/27/16,10/31/16,90,421.89,364.69
710620009,Australia and Oceania,Federated States of Micronesia,Vegetables,Offline,H,9/6/10,10/1/10,7107,154.06,90.93
803063523,Sub-Saharan Africa,Equatorial Guinea,Snacks,Online,M,6/13/10,7/16/10,3197,152.58,97.44
911286151,Asia,Uzbekistan,Fruits,Online,L,5/13/13,7/1/13,8678,9.33,6.92
258774220,North America,Mexico,Cereal,Offline,M,4/2/10,4/28/10,5897,205.7,117.11
839326560,Sub-Saharan Africa,The Gambia,Vegetables,Offline,C,12/4/11,12/12/11,4236,154.06,90.93
667054498,Europe,Portugal,Personal Care,Online,H,2/11/15,2/12/15,5104,81.73,56.67
526381862,Sub-Saharan Africa,Equatorial Guinea,Meat,Offline,M,11/2/13,12/21/13,6945,421.89,364.69
822044980,North America,United States of America,Personal Care,Online,C,9/30/10,10/9/10,232,81.73,56.67
229092681,Middle East and North Africa,Turkey,Fruits,Offline,C,5/5/13,6/1/13,2470,9.33,6.92
642886292,Asia,Singapore,Snacks,Online,C,1/18/15,1/31/15,3195,152.58,97.44
429099643,Sub-Saharan Africa,Djibouti,Snacks,Offline,H,2/19/14,3/4/14,8975,152.58,97.44
273719060,Sub-Saharan Africa,Burkina Faso,Cosmetics,Offline,C,7/8/17,8/17/17,8407,437.2,263.33
933043372,Sub-Saharan Africa,Sao Tome and Principe,Cosmetics,Offline,L,3/27/14,5/6/14,7123,437.2,263.33
983683907,Asia,Laos,Snacks,Online,M,2/11/17,3/10/17,2783,152.58,97.44
872564494,North America,Canada,Fruits,Offline,C,7/19/13,7/19/13,79,9.33,6.92
666921460,Europe,Denmark,Cereal,Online,H,9/14/14,10/10/14,5735,205.7,117.11
504303634,Australia and Oceania,Nauru,Office Supplies,Online,C,11/19/13,11/22/13,3507,651.21,524.96
142572343,Sub-Saharan Africa,Ghana,Clothes,Offline,H,1/11/13,3/2/13,9179,109.28,35.84
